league,season,team,player,pos,age,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Performance_Int,Performance_TklW,Performance_Fls,Performance_Fld,Int_p90,TklW_p90,pct_Playing Time_Min,pct_Playing Time_90s,pct_Performance_Gls,pct_Performance_Ast,pct_Per 90 Minutes_Gls,pct_Per 90 Minutes_Ast,pct_Standard_Sh,pct_Standard_SoT,pct_Standard_SoT%,pct_Standard_Sh/90,pct_Standard_SoT/90,pct_Standard_G/Sh,pct_Performance_Int,pct_Performance_TklW,pct_Performance_Fls,pct_Performance_Fld,pct_Int_p90,pct_TklW_p90
ENG-Premier League,2425,Chelsea,Malo Gusto,DF,21,1862,20.7,0,1,0.0,0.05,22,5,22.7,1.06,0.24,0.0,25,31,20,20,1.2077294685990339,1.497584541062802,59.4,59.4,28.7,66.1,28.7,68.7,90.0,79.4,40.1,92.3,78.7,28.1,74.5,79.0,68.4,78.4,77.4,79.4
ENG-Premier League,2425,Chelsea,Marc Cucurella,DF,26,2988,33.2,5,1,0.15,0.03,24,12,50.0,0.72,0.36,0.21,26,46,37,38,0.7831325301204819,1.3855421686746987,87.1,87.1,99.4,66.1,94.8,57.4,91.9,99.0,88.1,77.7,94.8,90.1,77.1,96.1,98.7,95.8,37.4,73.5
ENG-Premier League,2425,Chelsea,Moisés Caicedo,MF,22,3351,37.2,1,2,0.03,0.05,20,3,15.0,0.54,0.08,0.05,47,74,69,58,1.2634408602150538,1.9892473118279568,99.0,99.0,36.2,54.2,26.6,29.7,45.6,22.7,11.5,9.6,9.4,34.1,99.0,98.4,99.0,96.1,85.9,92.2
ENG-Premier League,2425,Chelsea,Nicolas Jackson,FW,23,2220,24.7,10,5,0.41,0.2,76,35,46.1,3.08,1.42,0.13,3,11,35,29,0.12145748987854252,0.4453441295546559,71.4,71.4,77.7,85.7,58.9,74.1,91.1,92.0,76.8,80.4,90.2,50.0,46.4,73.2,87.5,76.8,30.4,44.6
ENG-Premier League,2425,Chelsea,Noni Madueke,MF,22,2033,22.6,7,3,0.31,0.13,80,32,40.0,3.54,1.42,0.09,8,18,22,24,0.35398230088495575,0.7964601769911503,63.5,63.5,88.5,67.4,85.4,57.3,95.3,96.9,74.5,96.1,97.4,59.1,38.0,48.7,56.0,57.6,20.3,33.9
ENG-Premier League,2425,Chelsea,Pedro Neto,MF,24,2269,25.2,4,6,0.16,0.24,59,17,28.8,2.34,0.67,0.07,8,10,21,33,0.31746031746031744,0.39682539682539686,71.4,71.4,74.0,86.7,61.2,85.4,91.4,82.8,36.5,82.0,68.5,47.1,38.0,26.3,54.2,74.2,17.7,7.3
ENG-Premier League,2425,Chelsea,Reece James,DF,24,1063,11.8,1,1,0.08,0.08,11,3,27.3,0.93,0.25,0.09,14,9,8,11,1.1864406779661016,0.7627118644067796,32.9,32.6,68.4,66.1,84.2,77.4,63.9,61.9,50.0,89.4,80.6,72.2,45.5,29.0,28.1,56.8,74.5,29.0
ENG-Premier League,2425,Chelsea,Robert Sánchez,GK,26,2880,32.0,0,0,0.0,0.0,0,0,,0.0,0.0,,2,0,2,4,0.0625,0.0,73.5,73.5,51.5,44.1,51.5,44.1,48.5,51.5,,48.5,51.5,,100.0,33.8,91.2,73.5,100.0,33.8
ENG-Premier League,2425,Chelsea,Roméo Lavia,MF,20,797,8.9,0,1,0.0,0.11,2,0,0.0,0.23,0.0,0.0,16,13,16,7,1.797752808988764,1.4606741573033708,20.8,21.1,13.0,35.4,13.0,49.2,2.1,2.9,2.9,1.6,2.9,13.3,67.7,35.7,38.5,13.5,98.4,70.8
ENG-Premier League,2425,Chelsea,Tosin Adarabioyo,DF,26,1409,15.7,1,1,0.06,0.06,13,2,15.4,0.83,0.13,0.08,10,13,8,9,0.6369426751592357,0.8280254777070064,46.5,47.1,68.4,66.1,76.8,72.6,69.7,46.5,27.8,84.2,50.3,69.9,35.5,40.3,28.1,48.1,20.0,34.8
ENG-Premier League,2425,Chelsea,Trevoh Chalobah,DF,25,910,10.1,0,1,0.0,0.1,7,3,42.9,0.69,0.3,0.0,9,7,9,7,0.8910891089108911,0.6930693069306931,26.5,26.1,28.7,66.1,28.7,81.9,47.7,61.9,77.5,74.8,86.5,28.1,31.9,21.6,34.5,41.0,46.8,20.6
ENG-Premier League,2425,Chelsea,Wesley Fofana,DF,23,1172,13.0,0,0,0.0,0.0,3,0,0.0,0.23,0.0,0.0,12,11,24,16,0.9230769230769231,0.8461538461538461,40.0,40.0,28.7,26.8,28.7,26.8,22.6,11.3,10.3,14.8,11.3,28.1,40.3,35.8,78.7,70.6,51.9,36.1
ENG-Premier League,2425,Crystal Palace,Adam Wharton,MF,20,1318,14.6,0,2,0.0,0.14,13,5,38.5,0.89,0.34,0.0,19,16,12,21,1.3013698630136987,1.095890410958904,38.0,38.0,13.0,54.2,13.0,60.4,28.1,36.5,71.6,27.9,38.5,13.3,72.1,44.5,25.8,50.8,88.5,50.8
ENG-Premier League,2425,Crystal Palace,Cheick Doucouré,MF,24,452,5.0,0,0,0.0,0.0,7,0,0.0,1.39,0.0,0.0,11,9,7,7,2.2,1.8,6.2,6.2,13.0,12.8,13.0,12.8,11.2,2.9,2.9,49.0,2.9,13.3,52.9,23.4,11.7,13.5,100.0,86.5
ENG-Premier League,2425,Crystal Palace,Chris Richards,DF,24,1922,21.4,1,0,0.05,0.0,12,6,50.0,0.56,0.28,0.08,18,30,11,5,0.8411214953271029,1.4018691588785048,61.9,62.3,68.4,26.8,70.3,26.8,66.8,85.5,88.1,63.5,83.5,69.9,54.8,77.1,43.2,31.0,41.3,75.5
ENG-Premier League,2425,Crystal Palace,Daichi Kamada,MF,27,1564,17.4,0,0,0.0,0.0,20,4,20.0,1.15,0.23,0.0,18,29,28,21,1.0344827586206897,1.6666666666666667,44.3,44.3,13.0,12.8,13.0,12.8,45.6,29.7,17.7,38.0,27.3,13.3,70.3,73.4,65.1,50.8,76.6,82.3
ENG-Premier League,2425,Crystal Palace,Daniel Muñoz,MF,28,3228,35.9,4,5,0.11,0.14,37,18,48.6,1.03,0.5,0.11,43,77,56,19,1.1977715877437327,2.1448467966573816,97.9,97.9,74.0,82.0,47.4,60.4,72.7,86.2,90.6,31.5,54.7,68.8,96.9,99.5,95.8,46.6,83.9,94.3
ENG-Premier League,2425,Crystal Palace,Dean Henderson,GK,27,3420,38.0,0,0,0.0,0.0,1,0,0.0,0.03,0.0,0.0,1,1,0,2,0.02631578947368421,0.02631578947368421,94.1,94.1,51.5,44.1,51.5,44.1,98.5,51.5,75.0,98.5,51.5,75.0,89.7,75.0,32.4,48.5,83.8,70.6
ENG-Premier League,2425,Crystal Palace,Eberechi Eze,MF,26,2588,28.8,8,8,0.28,0.28,102,29,28.4,3.55,1.01,0.07,10,21,13,51,0.3472222222222222,0.7291666666666666,80.2,80.5,91.7,96.1,81.8,88.3,97.9,94.8,33.9,97.1,84.9,47.1,47.9,55.5,29.2,90.4,19.8,24.5
ENG-Premier League,2425,Crystal Palace,Eddie Nketiah,FW,25,1034,11.5,3,1,0.26,0.09,43,16,37.2,3.74,1.39,0.07,2,8,31,29,0.17391304347826086,0.6956521739130435,37.5,37.5,34.8,32.1,32.1,34.8,50.9,51.8,35.7,92.9,86.6,21.4,34.8,56.2,82.1,76.8,42.9,75.0
ENG-Premier League,2425,Crystal Palace,Ismaila Sarr,MF,26,2711,30.1,8,6,0.27,0.2,59,29,49.2,1.96,0.96,0.14,8,11,14,55,0.26578073089700993,0.3654485049833887,84.4,84.4,91.7,86.7,80.2,76.6,91.4,94.8,91.7,72.7,83.9,79.7,38.0,29.4,31.5,94.3,14.1,6.2
ENG-Premier League,2425,Crystal Palace,Jean-Philippe Mateta,FW,27,2648,29.4,14,2,0.48,0.07,69,33,47.8,2.35,1.12,0.17,2,12,27,29,0.06802721088435375,0.40816326530612246,91.1,91.1,90.2,50.9,80.4,29.5,83.9,86.6,88.4,46.4,63.4,74.1,34.8,76.8,69.6,76.8,17.9,38.4
ENG-Premier League,2425,Crystal Palace,Jefferson Lerma,MF,29,2274,25.3,0,1,0.0,0.04,26,8,30.8,1.03,0.32,0.0,41,19,35,39,1.6205533596837944,0.7509881422924901,71.9,71.9,13.0,35.4,13.0,27.3,56.5,55.2,43.0,31.5,35.9,13.3,96.4,51.3,76.0,80.7,96.9,26.6
ENG-Premier League,2425,Crystal Palace,Justin Devenny,MF,20,507,5.6,1,1,0.18,0.18,10,6,60.0,1.78,1.07,0.1,0,11,9,0,0.0,1.9642857142857144,8.9,8.9,36.2,35.4,66.1,71.4,18.2,42.4,97.4,65.1,87.5,64.3,1.0,29.4,18.8,0.5,1.0,91.1
ENG-Premier League,2425,Crystal Palace,Marc Guéhi,DF,24,3059,34.0,3,2,0.09,0.06,15,7,46.7,0.44,0.21,0.2,29,32,23,27,0.8529411764705882,0.9411764705882353,89.0,89.0,95.5,84.8,87.7,72.6,74.8,90.6,82.5,44.8,71.6,88.4,79.7,80.6,75.8,86.1,43.9,45.8
ENG-Premier League,2425,Crystal Palace,Maxence Lacroix,DF,24,3116,34.6,1,1,0.03,0.03,30,6,20.0,0.87,0.17,0.03,54,42,34,19,1.560693641618497,1.2138728323699421,92.3,92.3,68.4,66.1,60.6,57.4,96.8,85.5,33.8,86.8,65.2,56.6,97.7,92.9,94.5,75.5,91.0,64.5
ENG-Premier League,2425,Crystal Palace,Nathaniel Clyne,DF,33,483,5.4,0,0,0.0,0.0,2,0,0.0,0.37,0.0,0.0,3,8,2,2,0.5555555555555555,1.4814814814814814,12.9,13.2,28.7,26.8,28.7,26.8,15.5,11.3,10.3,35.2,11.3,28.1,7.1,25.8,3.5,11.0,14.5,78.1
ENG-Premier League,2425,Crystal Palace,Trevoh Chalobah,DF,25,1060,11.8,3,0,0.25,0.0,11,4,36.4,0.93,0.34,0.27,20,15,10,15,1.694915254237288,1.271186440677966,32.3,32.6,95.5,26.8,97.7,26.8,63.9,72.9,69.5,89.4,91.3,93.4,59.4,45.2,39.4,68.1,95.5,67.7
ENG-Premier League,2425,Crystal Palace,Tyrick Mitchell,MF,24,3092,34.4,0,5,0.0,0.15,12,3,25.0,0.35,0.09,0.0,21,53,23,25,0.6104651162790697,1.5406976744186047,94.8,94.8,13.0,82.0,13.0,62.8,24.5,22.7,28.9,3.6,10.7,13.3,77.3,94.5,57.0,59.9,48.4,76.0
ENG-Premier League,2425,Crystal Palace,Will Hughes,MF,29,2108,23.4,0,3,0.0,0.13,22,1,4.5,0.94,0.04,0.0,21,36,65,31,0.8974358974358975,1.5384615384615385,65.1,65.1,13.0,67.4,13.0,57.3,49.7,9.4,5.7,29.2,6.2,13.3,77.3,83.9,97.7,71.4,65.9,75.5
ENG-Premier League,2425,Everton,Abdoulaye Doucouré,MF,31,2564,28.5,3,2,0.11,0.07,31,10,32.3,1.09,0.35,0.1,11,28,49,5,0.38596491228070173,0.9824561403508771,78.6,78.9,64.8,54.2,47.4,35.9,63.3,64.3,49.2,36.7,39.6,64.3,52.9,71.9,92.4,9.4,22.9,42.7
ENG-Premier League,2425,Everton,Armando Broja,FW,22,334,3.7,0,0,0.0,0.0,4,0,0.0,1.08,0.0,0.0,1,1,6,4,0.27027027027027023,0.27027027027027023,1.8,1.8,5.4,10.7,5.4,10.7,1.8,2.7,2.7,1.8,2.7,5.4,20.5,4.5,14.3,7.1,67.9,21.4
ENG-Premier League,2425,Everton,Ashley Young,DF,39,1875,20.8,1,3,0.05,0.14,6,3,50.0,0.29,0.14,0.17,26,36,30,22,1.25,1.7307692307692306,60.0,60.0,68.4,92.9,70.3,86.8,42.9,61.9,88.1,23.9,54.2,84.8,77.1,86.5,90.6,82.6,79.0,91.6
ENG-Premier League,2425,Everton,Beto,FW,26,1534,17.0,8,0,0.47,0.0,49,23,46.9,2.87,1.35,0.16,4,7,33,23,0.23529411764705882,0.4117647058823529,51.8,51.8,62.5,10.7,78.6,10.7,55.4,68.8,80.4,71.4,83.9,67.9,58.0,47.3,84.8,61.6,57.1,42.9
ENG-Premier League,2425,Everton,Carlos Alcaraz,MF,21,764,8.5,2,3,0.24,0.35,26,11,42.3,3.06,1.3,0.08,5,4,13,12,0.5882352941176471,0.47058823529411764,19.8,19.8,53.1,67.4,74.5,93.5,56.5,67.2,78.6,92.7,95.3,53.9,21.9,7.6,29.2,28.9,46.1,8.3
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,FW,27,1609,17.9,3,1,0.17,0.06,50,20,40.0,2.8,1.12,0.06,7,7,27,23,0.3910614525139665,0.3910614525139665,53.6,53.6,34.8,32.1,19.6,25.0,57.1,58.9,52.7,67.9,63.4,17.9,87.5,47.3,69.6,61.6,89.3,32.1
ENG-Premier League,2425,Everton,Dwight McNeil,MF,24,1371,15.2,4,6,0.26,0.39,24,10,41.7,1.58,0.66,0.17,6,8,6,18,0.39473684210526316,0.5263157894736842,39.6,39.3,74.0,86.7,77.9,96.9,52.9,64.3,77.6,56.2,66.7,87.5,26.8,19.5,8.9,42.4,24.5,12.8
ENG-Premier League,2425,Everton,Idrissa Gana Gueye,MF,34,3063,34.0,0,3,0.0,0.09,27,5,18.5,0.79,0.15,0.0,46,76,55,46,1.3529411764705883,2.235294117647059,94.3,94.3,13.0,67.4,13.0,42.7,58.3,36.5,16.1,22.9,17.7,13.3,98.2,99.0,95.3,85.9,91.1,95.8
ENG-Premier League,2425,Everton,Iliman Ndiaye,MF,24,2430,27.0,9,0,0.33,0.0,37,17,45.9,1.37,0.63,0.19,19,27,24,52,0.7037037037037037,1.0,76.6,76.6,94.0,12.8,87.8,12.8,72.7,82.8,85.2,48.2,64.3,94.3,72.1,70.3,59.1,92.2,53.6,45.1
ENG-Premier League,2425,Everton,Jack Harrison,MF,27,2076,23.1,1,0,0.04,0.0,29,7,24.1,1.26,0.3,0.03,9,23,13,28,0.3896103896103896,0.9956709956709956,64.6,64.6,36.2,12.8,28.6,12.8,61.7,49.2,27.1,43.5,34.4,27.6,43.5,63.3,29.2,67.2,23.4,44.3
ENG-Premier League,2425,Everton,Jake O'Brien,DF,23,1571,17.5,2,0,0.11,0.0,6,3,50.0,0.34,0.17,0.33,4,17,13,4,0.22857142857142856,0.9714285714285714,50.3,50.3,86.5,26.8,91.3,26.8,42.9,61.9,88.1,29.7,65.2,96.0,11.9,49.4,50.3,23.9,1.3,47.1
ENG-Premier League,2425,Everton,James Garner,MF,23,1594,17.7,0,1,0.0,0.06,12,4,33.3,0.68,0.23,0.0,20,32,20,15,1.1299435028248588,1.807909604519774,45.3,45.3,13.0,35.4,13.0,33.1,24.5,29.7,53.6,16.9,27.3,13.3,74.5,77.9,50.8,34.9,81.8,87.0
ENG-Premier League,2425,Everton,James Tarkowski,DF,31,2922,32.5,1,1,0.03,0.03,15,4,26.7,0.46,0.12,0.07,37,40,35,29,1.1384615384615384,1.2307692307692308,84.5,84.5,68.4,66.1,60.6,57.4,74.8,72.9,49.0,49.7,46.8,65.9,90.3,91.3,96.5,88.1,71.0,66.1
ENG-Premier League,2425,Everton,Jarrad Branthwaite,DF,22,2511,27.9,0,1,0.0,0.04,10,3,30.0,0.36,0.11,0.0,24,21,12,18,0.8602150537634409,0.7526881720430108,75.5,75.5,28.7,66.1,28.7,64.2,58.7,61.9,58.9,33.5,43.9,28.1,72.3,61.0,47.4,73.9,45.2,26.5
ENG-Premier League,2425,Everton,Jesper Lindstrøm,MF,24,1239,13.8,0,1,0.0,0.07,28,10,35.7,2.03,0.73,0.0,13,24,15,10,0.9420289855072463,1.7391304347826086,37.0,37.0,13.0,35.4,13.0,35.9,60.2,64.3,60.9,75.5,72.4,13.3,60.9,66.4,34.1,23.7,72.4,85.4
ENG-Premier League,2425,Everton,Jordan Pickford,GK,30,3420,38.0,0,1,0.0,0.03,0,0,,0.0,0.0,,1,1,0,7,0.02631578947368421,0.02631578947368421,94.1,94.1,51.5,91.2,51.5,91.2,48.5,51.5,,48.5,51.5,,89.7,75.0,32.4,91.2,83.8,70.6
ENG-Premier League,2425,Everton,Michael Keane,DF,31,1049,11.7,3,0,0.26,0.0,10,4,40.0,0.86,0.34,0.3,13,10,9,0,1.1111111111111112,0.8547008547008548,31.6,31.6,95.5,26.8,98.7,26.8,58.7,72.9,74.2,85.8,91.3,94.0,43.2,31.6,34.5,1.6,68.1,37.4
ENG-Premier League,2425,Everton,Nathan Patterson,DF,22,347,3.9,0,1,0.0,0.26,1,0,0.0,0.26,0.0,0.0,2,6,5,1,0.5128205128205129,1.5384615384615385,5.2,5.8,28.7,66.1,28.7,96.8,7.1,11.3,10.3,20.0,11.3,28.1,3.2,16.5,13.5,4.8,11.0,81.9
ENG-Premier League,2425,Everton,Orel Mangala,MF,26,1261,14.0,1,0,0.07,0.0,16,6,37.5,1.14,0.43,0.06,21,8,24,17,1.5,0.5714285714285714,37.5,37.5,36.2,12.8,36.7,12.8,36.2,42.4,67.7,37.5,50.0,40.1,77.3,19.5,59.1,38.5,94.3,16.9
ENG-Premier League,2425,Everton,Tim Iroegbunam,MF,21,574,6.4,0,1,0.0,0.16,5,0,0.0,0.78,0.0,0.0,14,13,15,12,2.1875,2.03125,9.9,10.4,13.0,35.4,13.0,65.4,7.3,2.9,2.9,21.9,2.9,13.3,64.8,35.7,34.1,28.9,99.5,93.2
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,DF,25,3082,34.2,1,2,0.03,0.06,14,1,7.1,0.41,0.03,0.07,42,38,22,34,1.2280701754385963,1.111111111111111,90.3,90.0,68.4,84.8,60.6,72.6,72.3,30.3,20.5,40.0,23.2,65.9,94.5,88.7,72.6,93.2,78.1,56.1
ENG-Premier League,2425,Fulham,Adama Traoré,MF,28,1772,19.7,2,7,0.1,0.36,39,12,30.8,1.98,0.61,0.05,1,13,24,32,0.050761421319796954,0.6598984771573604,53.4,53.6,53.1,92.2,44.3,94.8,75.8,71.1,43.0,74.0,62.5,34.1,3.6,35.7,59.1,72.9,2.1,21.9
ENG-Premier League,2425,Fulham,Alex Iwobi,MF,28,2981,33.1,9,6,0.27,0.18,68,29,42.6,2.05,0.88,0.13,13,26,19,18,0.39274924471299094,0.7854984894259819,92.7,92.4,94.0,86.7,80.2,71.4,94.3,94.8,79.7,76.0,81.0,74.2,60.9,68.5,47.9,42.4,24.0,30.2
ENG-Premier League,2425,Fulham,Andreas Pereira,MF,28,2013,22.4,2,4,0.09,0.18,39,9,23.1,1.74,0.4,0.05,9,12,29,24,0.4017857142857143,0.5357142857142857,62.8,62.8,53.1,76.3,41.1,71.4,75.8,60.2,24.7,63.5,44.5,34.1,43.5,32.6,66.7,57.6,25.5,14.1
ENG-Premier League,2425,Fulham,Antonee Robinson,DF,26,3167,35.2,0,10,0.0,0.28,16,2,12.5,0.45,0.06,0.0,57,57,31,20,1.6193181818181817,1.6193181818181817,94.8,94.8,28.7,100.0,28.7,98.7,78.1,46.5,25.8,46.8,28.4,28.1,99.4,99.0,92.9,78.4,92.9,84.5
ENG-Premier League,2425,Fulham,Bernd Leno,GK,32,3420,38.0,0,1,0.0,0.03,0,0,,0.0,0.0,,0,2,0,4,0.0,0.05263157894736842,94.1,94.1,51.5,91.2,51.5,91.2,48.5,51.5,,48.5,51.5,,41.2,89.7,32.4,73.5,41.2,79.4
ENG-Premier League,2425,Fulham,Calvin Bassey,DF,24,3074,34.2,1,0,0.03,0.0,14,4,28.6,0.41,0.12,0.07,19,33,26,31,0.5555555555555555,0.9649122807017543,89.7,90.0,68.4,26.8,60.6,26.8,72.3,72.9,54.6,40.0,46.8,65.9,56.8,81.6,82.9,90.0,14.5,46.5
ENG-Premier League,2425,Fulham,Emile Smith Rowe,MF,24,2043,22.7,6,3,0.26,0.13,37,11,29.7,1.63,0.48,0.16,11,18,19,15,0.4845814977973568,0.7929515418502203,64.1,64.1,84.6,67.4,77.9,57.3,72.7,67.2,38.5,59.9,52.1,86.2,52.9,48.7,47.9,34.9,34.4,32.8
ENG-Premier League,2425,Fulham,Harry Wilson,MF,27,1162,12.9,6,1,0.46,0.08,43,17,39.5,3.33,1.32,0.14,6,15,12,22,0.46511627906976744,1.1627906976744187,34.4,34.4,84.6,35.4,95.3,39.3,79.2,82.8,73.2,94.3,96.4,79.7,26.8,41.4,25.8,52.9,31.8,53.6
ENG-Premier League,2425,Fulham,Issa Diop,DF,27,1339,14.9,0,0,0.0,0.0,5,2,40.0,0.34,0.13,0.0,9,12,10,4,0.6040268456375839,0.8053691275167785,43.9,43.9,28.7,26.8,28.7,26.8,35.2,46.5,74.2,29.7,50.3,28.1,31.9,38.7,39.4,23.9,18.1,32.3
ENG-Premier League,2425,Fulham,Joachim Andersen,DF,28,2583,28.7,0,0,0.0,0.0,19,5,26.3,0.66,0.17,0.0,33,16,18,19,1.1498257839721255,0.5574912891986062,77.4,77.7,28.7,26.8,28.7,26.8,85.5,79.4,47.7,71.0,65.2,28.1,86.1,47.7,63.5,75.5,71.6,12.3
ENG-Premier League,2425,Fulham,Jorge Cuenca,DF,24,351,3.9,0,0,0.0,0.0,1,0,0.0,0.26,0.0,0.0,2,2,2,2,0.5128205128205129,0.5128205128205129,6.5,5.8,28.7,26.8,28.7,26.8,7.1,11.3,10.3,20.0,11.3,28.1,3.2,2.6,3.5,11.0,11.0,11.0
ENG-Premier League,2425,Fulham,Kenny Tete,DF,28,1774,19.7,0,2,0.0,0.1,24,2,8.3,1.22,0.1,0.0,30,38,35,16,1.5228426395939088,1.9289340101522843,57.4,57.4,28.7,84.8,28.7,81.9,91.9,46.5,21.9,95.5,39.7,28.1,81.0,88.7,96.5,70.6,90.3,96.1
ENG-Premier League,2425,Fulham,Raúl Jiménez,FW,33,2494,27.7,12,3,0.43,0.11,96,33,34.4,3.46,1.19,0.09,11,24,39,41,0.39711191335740076,0.8664259927797834,82.1,82.1,84.8,65.2,66.1,43.8,96.4,86.6,25.0,85.7,72.3,30.4,99.1,98.2,94.6,89.3,91.1,82.1
ENG-Premier League,2425,Fulham,Reiss Nelson,MF,24,487,5.4,1,1,0.18,0.18,12,6,50.0,2.22,1.11,0.08,5,5,6,9,0.9259259259259258,0.9259259259259258,7.8,7.8,36.2,35.4,66.1,71.4,24.5,42.4,92.7,79.7,89.6,53.9,21.9,12.5,8.9,20.1,70.8,38.0
ENG-Premier League,2425,Fulham,Rodrigo Muniz,FW,23,964,10.7,8,1,0.75,0.09,40,19,47.5,3.73,1.77,0.2,4,6,11,31,0.3738317757009346,0.5607476635514019,35.7,35.7,62.5,32.1,97.3,34.8,48.2,54.5,83.9,91.1,94.6,88.4,58.0,38.4,28.6,81.2,85.7,58.9
ENG-Premier League,2425,Fulham,Ryan Sessegnon,MF,24,580,6.4,4,2,0.62,0.31,14,8,57.1,2.17,1.24,0.29,4,12,20,4,0.625,1.875,10.9,10.4,74.0,54.2,98.4,91.7,30.7,55.2,96.1,78.6,94.3,98.7,16.4,32.6,50.8,6.8,49.2,90.1
ENG-Premier League,2425,Fulham,Sander Berge,MF,26,2224,24.7,0,0,0.0,0.0,3,1,33.3,0.12,0.04,0.0,21,32,30,10,0.8502024291497976,1.2955465587044535,70.3,69.8,13.0,12.8,13.0,12.8,4.7,9.4,53.6,0.5,6.2,13.3,77.3,77.9,68.8,23.7,63.5,63.0
ENG-Premier League,2425,Fulham,Saša Lukić,MF,27,2344,26.0,0,2,0.0,0.08,18,3,16.7,0.69,0.12,0.0,26,38,66,26,1.0,1.4615384615384615,74.5,74.2,13.0,54.2,13.0,39.3,41.1,22.7,13.5,18.2,14.6,13.3,84.9,86.5,98.4,62.2,75.0,71.4
ENG-Premier League,2425,Fulham,Timothy Castagne,DF,28,1649,18.3,0,1,0.0,0.05,8,3,37.5,0.44,0.16,0.0,23,31,15,6,1.256830601092896,1.6939890710382512,51.6,51.6,28.7,66.1,28.7,68.7,50.6,61.9,70.9,44.8,61.3,28.1,70.3,79.0,52.9,36.1,80.0,89.0
ENG-Premier League,2425,Fulham,Tom Cairney,MF,33,628,7.0,2,0,0.29,0.0,11,4,36.4,1.58,0.57,0.18,4,4,8,19,0.5714285714285714,0.5714285714285714,13.0,13.0,53.1,12.8,83.1,12.8,21.1,29.7,65.1,56.2,58.9,90.9,16.4,7.6,14.8,46.6,43.5,16.9
ENG-Premier League,2425,Ipswich Town,Alex Palmer,GK,27,1170,13.0,0,0,0.0,0.0,0,0,,0.0,0.0,,0,0,1,4,0.0,0.0,41.2,41.2,51.5,44.1,51.5,44.1,48.5,51.5,,48.5,51.5,,41.2,33.8,73.5,73.5,41.2,33.8
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,GK,25,1620,18.0,0,0,0.0,0.0,0,0,,0.0,0.0,,0,0,0,4,0.0,0.0,44.1,44.1,51.5,44.1,51.5,44.1,48.5,51.5,,48.5,51.5,,41.2,33.8,32.4,73.5,41.2,33.8
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,DF,26,1710,19.0,0,1,0.0,0.05,4,0,0.0,0.21,0.0,0.0,22,19,17,12,1.1578947368421053,1.0,54.2,54.5,28.7,66.1,28.7,68.7,28.1,11.3,10.3,13.5,11.3,28.1,66.8,54.5,60.3,61.3,72.9,49.4
ENG-Premier League,2425,Ipswich Town,Ben Johnson,MF,24,1354,15.0,1,2,0.07,0.13,7,3,42.9,0.47,0.2,0.14,13,20,27,6,0.8666666666666667,1.3333333333333333,38.5,38.5,36.2,54.2,36.7,57.3,11.2,22.7,81.2,8.3,22.4,79.7,60.9,53.1,63.5,11.5,64.6,66.4
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,DF,28,1541,17.1,0,2,0.0,0.12,10,3,30.0,0.58,0.18,0.0,10,13,6,4,0.5847953216374269,0.7602339181286549,49.7,49.7,28.7,84.8,28.7,85.2,58.7,61.9,58.9,67.1,67.4,28.1,35.5,40.3,19.0,23.9,17.4,27.7
ENG-Premier League,2425,Ipswich Town,Christian Walton,GK,28,630,7.0,0,0,0.0,0.0,0,0,,0.0,0.0,,0,0,0,1,0.0,0.0,20.6,20.6,51.5,44.1,51.5,44.1,48.5,51.5,,48.5,51.5,,41.2,33.8,32.4,29.4,41.2,33.8
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,MF,27,857,9.5,1,1,0.11,0.11,16,4,25.0,1.68,0.42,0.06,3,5,11,7,0.3157894736842105,0.5263157894736842,24.5,24.0,36.2,35.4,47.4,49.2,36.2,29.7,28.9,62.0,48.4,40.1,12.0,12.5,22.9,13.5,17.2,12.8
ENG-Premier League,2425,Ipswich Town,Conor Townsend,DF,31,335,3.7,0,1,0.0,0.27,1,0,0.0,0.27,0.0,0.0,5,7,2,4,1.3513513513513513,1.8918918918918919,3.9,3.2,28.7,66.1,28.7,97.7,7.1,11.3,10.3,22.3,11.3,28.1,17.4,21.6,3.5,23.9,83.5,95.5
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,DF,25,3122,34.7,0,2,0.0,0.06,22,2,9.1,0.63,0.06,0.0,33,30,21,25,0.9510086455331411,0.8645533141210374,92.9,92.9,28.7,84.8,28.7,72.6,90.0,46.5,23.5,69.4,28.4,28.1,86.1,77.1,70.3,84.8,57.4,38.7
ENG-Premier League,2425,Ipswich Town,George Hirst,FW,25,661,7.3,3,1,0.41,0.14,14,7,50.0,1.91,0.95,0.21,2,3,13,12,0.273972602739726,0.4109589041095891,25.0,25.0,34.8,32.1,58.9,56.2,17.9,23.2,93.8,25.0,42.9,92.0,34.8,17.9,37.5,32.1,69.6,41.1
